codice_isolato,agriturismo_strutture,locazione_turistica_strutture,albergo_strutture,aperto_strutture,complementare_strutture,extra_alberghiero_strutture,altro_strutture,agriturismo_letti,locazione_turistica_letti,albergo_letti,aperto_letti,complementare_letti,extra_alberghiero_letti,altro_letti,totale_strutture,totale_letti,data,codice_gruppo,codice_localita,codice_municipalita,codice_quartiere,nome_gruppo,nome_localita,nome_municipalita,nome_quartiere
270421971,0,0,0,0,2,0,0,0,0,0,0,12,0,0,2,12,2018-12-03,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270421974,0,0,0,0,1,0,0,0,0,0,0,7,0,0,1,7,2018-12-03,3,270425077,3,8,Terraferma,Aeroporto,Favaro Veneto,Favaro Veneto
270421980,0,0,1,0,0,0,0,0,0,12,0,0,0,0,1,12,2018-12-03,3,270425068,3,8,Terraferma,Tessera,Favaro Veneto,Favaro Veneto
270421981,0,2,0,0,0,0,0,0,8,0,0,0,0,0,2,8,2018-12-03,3,270425068,3,8,Terraferma,Tessera,Favaro Veneto,Favaro Veneto
270421983,0,0,1,0,2,0,0,0,0,77,0,65,0,0,3,142,2018-12-03,3,270425068,3,8,Terraferma,Tessera,Favaro Veneto,Favaro Veneto
270421986,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,4,2018-12-03,3,270425068,3,8,Terraferma,Tessera,Favaro Veneto,Favaro Veneto
270421988,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2018-12-03,3,270425068,3,8,Terraferma,Tessera,Favaro Veneto,Favaro Veneto
270421991,0,3,1,0,2,0,0,0,17,200,0,16,0,0,6,233,2018-12-03,3,270425068,3,8,Terraferma,Tessera,Favaro Veneto,Favaro Veneto
270421998,0,0,0,0,2,0,0,0,0,0,0,12,0,0,2,12,2018-12-03,3,270425077,3,8,Terraferma,Aeroporto,Favaro Veneto,Favaro Veneto
270421999,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,6,2018-12-03,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422000,0,0,0,0,1,0,0,0,0,0,0,8,0,0,1,8,2018-12-03,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422003,0,0,0,0,1,0,0,0,0,0,0,12,0,0,1,12,2018-12-03,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422014,0,0,0,0,1,0,0,0,0,0,0,7,0,0,1,7,2018-12-03,3,270425077,3,8,Terraferma,Aeroporto,Favaro Veneto,Favaro Veneto
270422019,0,0,0,0,2,0,0,0,0,0,0,16,0,0,2,16,2018-12-03,3,270425079,3,8,Terraferma,Aree Non Altrove Classificate (M.3 - Q.8),Favaro Veneto,Favaro Veneto
270422021,1,0,0,0,1,0,0,22,0,0,0,9,0,0,2,31,2018-12-03,3,270425068,3,8,Terraferma,Tessera,Favaro Veneto,Favaro Veneto
270422027,0,1,0,1,0,0,0,0,6,0,108,0,0,0,2,114,2018-12-03,3,270425095,4,9,Terraferma,Aree Non Altrove Classificate (M.4 - Q.9),Mestre - Carpenedo,"Carpenedo, Bissuola"
270422029,0,0,1,0,0,0,0,0,0,278,0,0,0,0,1,278,2018-12-03,3,270425095,4,9,Terraferma,Aree Non Altrove Classificate (M.4 - Q.9),Mestre - Carpenedo,"Carpenedo, Bissuola"
270422040,0,0,1,0,0,0,0,0,0,33,0,0,0,0,1,33,2018-12-03,3,270425095,4,9,Terraferma,Aree Non Altrove Classificate (M.4 - Q.9),Mestre - Carpenedo,"Carpenedo, Bissuola"
270422048,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2018-12-03,3,270425081,4,9,Terraferma,Quartiere Pertini,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422058,0,0,1,0,0,0,0,0,0,25,0,0,0,0,1,25,2018-12-03,3,270425095,4,9,Terraferma,Aree Non Altrove Classificate (M.4 - Q.9),Mestre - Carpenedo,"Carpenedo, Bissuola"
270422065,0,1,0,0,1,0,0,0,3,0,0,8,0,0,2,11,2018-12-03,3,270425095,4,9,Terraferma,Aree Non Altrove Classificate (M.4 - Q.9),Mestre - Carpenedo,"Carpenedo, Bissuola"
270422070,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422071,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,3,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422076,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422078,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,5,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422081,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,5,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422084,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422098,0,1,0,0,0,0,0,0,7,0,0,0,0,0,1,7,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422102,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422104,0,5,0,0,0,0,0,0,18,0,0,0,0,0,5,18,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422108,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422118,0,1,0,0,3,0,0,0,4,0,0,15,0,0,4,19,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422119,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422120,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422121,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422125,0,0,0,0,1,0,0,0,0,0,0,34,0,0,1,34,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422127,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422128,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422129,0,1,0,0,0,0,0,0,14,0,0,0,0,0,1,14,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422136,0,3,0,0,0,0,0,0,14,0,0,0,0,0,3,14,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422140,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422143,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422144,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422147,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422150,0,2,0,0,0,0,0,0,6,0,0,0,0,0,2,6,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422151,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422152,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422153,0,3,0,0,0,0,0,0,11,0,0,0,0,0,3,11,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422155,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,5,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422156,0,7,0,0,1,0,0,0,33,0,0,8,0,0,8,41,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422157,0,3,0,0,0,0,0,0,18,0,0,0,0,0,3,18,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422158,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422160,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,3,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422161,0,2,0,0,0,0,0,0,8,0,0,0,0,0,2,8,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422162,0,0,0,0,1,0,0,0,0,0,0,7,0,0,1,7,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422164,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,6,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422165,0,1,0,0,1,0,0,0,2,0,0,12,0,0,2,14,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422170,0,1,0,0,0,0,0,0,9,0,0,0,0,0,1,9,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422171,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422174,0,1,0,0,0,0,0,0,7,0,0,0,0,0,1,7,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422175,0,2,0,0,0,0,0,0,9,0,0,0,0,0,2,9,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422176,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422178,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,2,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422180,0,2,0,0,0,0,0,0,8,0,0,0,0,0,2,8,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422181,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422183,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,6,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422185,0,3,0,0,0,0,0,0,16,0,0,0,0,0,3,16,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422187,0,4,0,0,0,0,0,0,13,0,0,0,0,0,4,13,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422193,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,5,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422195,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,3,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422196,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,6,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422203,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2018-12-03,3,270425080,4,9,Terraferma,Bissuola,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422207,0,4,0,0,1,0,0,0,12,0,0,4,0,0,5,16,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422210,0,3,0,0,0,0,0,0,12,0,0,0,0,0,3,12,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422212,0,3,0,0,0,0,0,0,16,0,0,0,0,0,3,16,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422215,0,1,1,0,0,0,0,0,2,38,0,0,0,0,2,40,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422221,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422223,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,3,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422233,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,6,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422236,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,3,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422237,0,0,1,0,0,0,0,0,0,255,0,0,0,0,1,255,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422239,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422242,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422249,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,6,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422250,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,3,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422257,0,1,1,0,0,0,0,0,5,190,0,0,0,0,2,195,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422266,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425083,4,9,Terraferma,Pra' Secco,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422270,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2018-12-03,3,270425095,4,9,Terraferma,Aree Non Altrove Classificate (M.4 - Q.9),Mestre - Carpenedo,"Carpenedo, Bissuola"
270422279,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2018-12-03,3,270425095,4,9,Terraferma,Aree Non Altrove Classificate (M.4 - Q.9),Mestre - Carpenedo,"Carpenedo, Bissuola"
270422293,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,2,2018-12-03,3,270425085,4,9,Terraferma,Villaggio Sartori,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422297,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2018-12-03,3,270425095,4,9,Terraferma,Aree Non Altrove Classificate (M.4 - Q.9),Mestre - Carpenedo,"Carpenedo, Bissuola"
270422299,0,2,0,0,0,0,0,0,12,0,0,0,0,0,2,12,2018-12-03,3,270425085,4,9,Terraferma,Villaggio Sartori,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422300,0,2,0,0,0,0,0,0,11,0,0,0,0,0,2,11,2018-12-03,3,270425095,4,9,Terraferma,Aree Non Altrove Classificate (M.4 - Q.9),Mestre - Carpenedo,"Carpenedo, Bissuola"
270422305,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422306,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422308,0,2,0,0,0,0,0,0,11,0,0,0,0,0,2,11,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422310,0,2,0,0,0,0,0,0,5,0,0,0,0,0,2,5,2018-12-03,3,270425082,4,9,Terraferma,Carpenedo,Mestre - Carpenedo,"Carpenedo, Bissuola"
270422316,0,0,1,0,0,0,0,0,0,328,0,0,0,0,1,328,2018-12-03,3,270425096,4,10,Terraferma,Aree Non Altrove Classificate (M.4 - Q.10),Mestre - Carpenedo,Mestre Centro
270422319,0,0,1,0,0,0,0,0,0,256,0,0,0,0,1,256,2018-12-03,3,270425096,4,10,Terraferma,Aree Non Altrove Classificate (M.4 - Q.10),Mestre - Carpenedo,Mestre Centro
270422324,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,6,2018-12-03,3,270425096,4,10,Terraferma,Aree Non Altrove Classificate (M.4 - Q.10),Mestre - Carpenedo,Mestre Centro
270422337,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2018-12-03,3,270425087,4,10,Terraferma,Marocco Terraglio,Mestre - Carpenedo,Mestre Centro
270422343,0,1,0,0,1,0,0,0,9,0,0,6,0,0,2,15,2018-12-03,3,270425087,4,10,Terraferma,Marocco Terraglio,Mestre - Carpenedo,Mestre Centro
270422344,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,6,2018-12-03,3,270425088,4,10,Terraferma,La Favorita,Mestre - Carpenedo,Mestre Centro
270422347,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425088,4,10,Terraferma,La Favorita,Mestre - Carpenedo,Mestre Centro
270422360,0,2,0,0,0,0,0,0,6,0,0,0,0,0,2,6,2018-12-03,3,270425088,4,10,Terraferma,La Favorita,Mestre - Carpenedo,Mestre Centro
270422362,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,2,2018-12-03,3,270425088,4,10,Terraferma,La Favorita,Mestre - Carpenedo,Mestre Centro
270422378,0,0,1,0,0,0,0,0,0,93,0,0,0,0,1,93,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422380,0,0,1,0,0,0,0,0,0,42,0,0,0,0,1,42,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422389,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,6,2018-12-03,3,270425088,4,10,Terraferma,La Favorita,Mestre - Carpenedo,Mestre Centro
270422406,0,0,0,0,1,0,0,0,0,0,0,6,0,0,1,6,2018-12-03,3,270425088,4,10,Terraferma,La Favorita,Mestre - Carpenedo,Mestre Centro
270422416,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,6,2018-12-03,3,270425089,4,10,Terraferma,Borgo Pezzana,Mestre - Carpenedo,Mestre Centro
270422417,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,6,2018-12-03,3,270425088,4,10,Terraferma,La Favorita,Mestre - Carpenedo,Mestre Centro
270422432,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422434,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,4,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422435,0,3,0,0,0,0,0,0,14,0,0,0,0,0,3,14,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422438,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,3,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422439,0,3,0,0,1,0,0,0,21,0,0,5,0,0,4,26,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422440,0,5,0,0,0,0,0,0,30,0,0,0,0,0,5,30,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422443,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,6,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422444,0,2,0,0,0,0,0,0,7,0,0,0,0,0,2,7,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422445,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422447,0,2,0,0,0,0,0,0,10,0,0,0,0,0,2,10,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422451,0,3,0,0,0,0,0,0,16,0,0,0,0,0,3,16,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422453,0,0,1,0,0,0,0,0,0,168,0,0,0,0,1,168,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422454,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,5,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422455,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,5,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422459,0,4,0,0,0,0,0,0,24,0,0,0,0,0,4,24,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422462,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422465,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,5,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422466,0,4,0,0,0,0,0,0,15,0,0,0,0,0,4,15,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422467,0,2,0,0,0,0,0,0,11,0,0,0,0,0,2,11,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422468,0,2,0,0,1,1,0,0,9,0,0,6,10,0,4,25,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422469,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,3,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422472,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422474,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422478,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,5,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422480,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,4,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422482,0,5,0,0,0,0,0,0,23,0,0,0,0,0,5,23,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422484,0,3,0,0,1,0,0,0,7,0,0,30,0,0,4,37,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422485,0,2,0,0,3,0,0,0,12,0,0,15,0,0,5,27,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422486,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422488,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,5,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422489,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422490,0,0,0,0,1,0,0,0,0,0,0,10,0,0,1,10,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422491,0,1,1,0,0,0,0,0,2,166,0,0,0,0,2,168,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422492,0,1,0,0,2,0,0,0,9,0,0,6,0,0,3,15,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
270422493,0,5,1,0,1,0,0,0,38,160,0,3,0,0,7,201,2018-12-03,3,270425090,4,10,Terraferma,San Lorenzo Xxv Aprile,Mestre - Carpenedo,Mestre Centro
